symbol	company	identifier	sedol	weight	sector	shares_held	local_currency
FANG	DIAMONDBACK ENERGY INC	25278X109	B7Y8YR3	6.812296703070454e-4	-	2251165	USD
GRMN	GARMIN LTD	H2906T109	B3Z5T14	6.757327619459155e-4	-	1903672	USD
NDAQ	NASDAQ INC	631103108	2965107	6.743833403987789e-4	-	5192455	USD
HIG	HARTFORD INSURANCE GROUP INC	416515104	2476193	6.707220422304451e-4	-	3241846	USD
WEC	WEC ENERGY GROUP INC	92939U106	BYY8XK8	6.702060869330104e-4	-	3783869	USD
ROP	ROPER TECHNOLOGIES INC	776696106	2749602	6.672591884072783e-4	-	1232495	USD
DHI	DR HORTON INC	23331A109	2250687	6.539534950638209e-4	-	3114946	USD
VMC	VULCAN MATERIALS CO	929160109	2931205	6.387923470930509e-4	-	1533313	USD
ODFL	OLD DOMINION FREIGHT LINE	679580100	2656423	6.374131588941393e-4	-	2132133	USD
KDP	KEURIG DR PEPPER INC	49271V100	BD3W133	6.349425267968081e-4	-	15761777	USD
MLM	MARTIN MARIETTA MATERIALS	573284106	2572079	6.315193618426748e-4	-	701179	USD
STT	STATE STREET CORP	857477103	2842040	6.291281074834107e-4	-	3249090	USD
CCI	CROWN CASTLE INC	22822V101	BTGQCX1	6.286617632722678e-4	-	5053534	USD
MCHP	MICROCHIP TECHNOLOGY INC	595017104	2592174	6.224306108340194e-4	-	6296665	USD
ADM	ARCHER DANIELS MIDLAND CO	039483102	2047317	6.194341012219955e-4	-	5569830	USD
TTWO	TAKE TWO INTERACTIVE SOFTWRE	874054109	2122117	6.093630507047628e-4	-	2016645	USD
ACGL	ARCH CAPITAL GROUP LTD	G0450A105	2740542	6.067138186967813e-4	-	4131198	USD
SYY	SYSCO CORP	871829107	2868165	6.059696524024045e-4	-	5552626	USD
PRU	PRUDENTIAL FINANCIAL INC	744320102	2819118	6.010383104250008e-4	-	4021349	USD
AXON	AXON ENTERPRISE INC	05464C101	BDT5S35	5.934775808741325e-4	-	913384	USD
XYZ	BLOCK INC	852234103	BYNZGK1	5.885660833312456e-4	-	6392380	USD
EME	EMCOR GROUP INC	29084Q100	2474164	5.876730837779934e-4	-	520258	USD
KVUE	KENVUE INC	49177J102	BQ84ZQ6	5.871273618287837e-4	-	22259608	USD
HAL	HALLIBURTON CO	406216101	2405302	5.840415522614346e-4	-	9790633	USD
RMD	RESMED INC	761152107	2732903	5.807076872626264e-4	-	1690840	USD
GEHC	GE HEALTHCARE TECHNOLOGY	36266G107	BL6JPG8	5.781576774272286e-4	-	5308988	USD
A	AGILENT TECHNOLOGIES INC	00846U101	2520153	5.760541673684569e-4	-	3303369	USD
KMB	KIMBERLY CLARK CORP	494368103	2491839	5.695650372814911e-4	-	3858979	USD
HBAN	HUNTINGTON BANCSHARES INC	446150104	2445966	5.656457614644399e-4	-	23623775	USD
HPE	HEWLETT PACKARD ENTERPRISE	42824C109	BYVYWS0	5.591764758119909e-4	-	15350111	USD
MTB	M + T BANK CORP	55261F104	2340168	5.547710113492803e-4	-	1754094	USD
NRG	NRG ENERGY INC	629377508	2212922	5.517348128682228e-4	-	2467623	USD
DVN	DEVON ENERGY CORP	25179M103	2480677	5.517050462164478e-4	-	7166162	USD
HSY	HERSHEY CO/THE	427866108	2422806	5.459005491203086e-4	-	1716322	USD
ATO	ATMOS ENERGY CORP	049560105	2315359	5.421797176484246e-4	-	1918466	USD
AEE	AMEREN CORPORATION	023608102	2050832	5.390442969947837e-4	-	3205289	USD
DTE	DTE ENERGY COMPANY	233331107	2280220	5.377940976202307e-4	-	2403985	USD
IRM	IRON MOUNTAIN INC	46284V101	BVFTF03	5.347678213564316e-4	-	3422058	USD
OTIS	OTIS WORLDWIDE CORP	68902V107	BK531S8	5.346388325320729e-4	-	4533583	USD
FISV	FISERV INC	337738108	2342034	5.341824105381885e-4	-	6257109	USD
PAYX	PAYCHEX INC	704326107	2674458	5.310370676672892e-4	-	3767861	USD
IBKR	INTERACTIVE BROKERS GRO CL A	45841N107	B1WT4X2	5.310073010155142e-4	-	5174815	USD
UAL	UNITED AIRLINES HOLDINGS INC	910047109	B4QG225	5.301539903312954e-4	-	3763625	USD
DOW	DOW INC	260557103	BHXCF84	5.288541798704506e-4	-	8299269	USD
CCL	CARNIVAL CORP	143658300	2523044	5.281000913588155e-4	-	13337386	USD
CPRT	COPART INC	217204106	2208073	5.242899599316061e-4	-	10321718	USD
WAT	WATERS CORP	941848103	2937689	5.222559053936429e-4	-	1146260.316	USD
CBOE	CBOE GLOBAL MARKETS INC	12503M108	B5834C5	5.210553171053816e-4	-	1211679	USD
CTSH	COGNIZANT TECH SOLUTIONS A	192446102	2257019	5.18564840573534e-4	-	5524753	USD
VICI	VICI PROPERTIES INC	925652109	BYWH073	5.165704749046041e-4	-	12358579	USD
XYL	XYLEM INC	98419M100	B3P2CN8	5.159552974345859e-4	-	2822055	USD
IQV	IQVIA HOLDINGS INC	46266C105	BDR73G1	5.156377864823185e-4	-	1976238	USD
TPR	TAPESTRY INC	876030107	BF09HX3	5.049118696260342e-4	-	2338727	USD
IR	INGERSOLL RAND INC	45687V106	BL5GZ82	5.039990256382653e-4	-	4111567	USD
TDY	TELEDYNE TECHNOLOGIES INC	879360105	2503477	5.027984373500039e-4	-	543188	USD
EIX	EDISON INTERNATIONAL	281020107	2829515	5.019451266657852e-4	-	4483167	USD
PPL	PPL CORP	69351T106	2680905	5.005064051633234e-4	-	8563898	USD
CNP	CENTERPOINT ENERGY INC	15189T107	2440637	4.990081503573115e-4	-	7557003	USD
DOV	DOVER CORP	260003108	2278407	4.967855736914394e-4	-	1557718	USD
JBL	JABIL INC	466313103	2471789	4.956147520549533e-4	-	1219509	USD
EXR	EXTRA SPACE STORAGE INC	30225T102	B02HWR9	4.952972411026858e-4	-	2468816	USD
WDAY	WORKDAY INC CLASS A	98138H101	B8K6ZD1	4.890363220126622e-4	-	2460277	USD
WTW	WILLIS TOWERS WATSON PLC	G96629103	BDB6Q21	4.883417668045772e-4	-	1097991	USD
TPL	TEXAS PACIFIC LAND CORP	88262P102	BM99VY2	4.87696822682784e-4	-	671712	USD
EXPE	EXPEDIA GROUP INC	30212P303	B748CK2	4.808901816435508e-4	-	1361328	USD
BIIB	BIOGEN INC	09062X103	2455965	4.7929270466495527e-4	-	1708800	USD
CTRA	COTERRA ENERGY INC	127097103	2162340	4.745994959017522e-4	-	8827678	USD
AWK	AMERICAN WATER WORKS CO INC	030420103	B2R3PV1	4.725852857983056e-4	-	2269750	USD
VRSK	VERISK ANALYTICS INC	92345Y106	B4P9W92	4.7173197511408694e-4	-	1624928	USD
FE	FIRSTENERGY CORP	337932107	2100920	4.663045222737654e-4	-	6016227	USD
EXE	EXPAND ENERGY CORP	165167735	BMZ5LZ5	4.6467727864339474e-4	-	2766639	USD
DG	DOLLAR GENERAL CORP	256677105	B5B1S13	4.6288135731963206e-4	-	2548179	USD
HUBB	HUBBELL INC	443510607	BDFG6S3	4.6189905781105476e-4	-	615205	USD
ES	EVERSOURCE ENERGY	30040W108	BVVN4Q8	4.600138365319668e-4	-	4339952	USD
NTRS	NORTHERN TRUST CORP	665859104	2648668	4.593589701929152e-4	-	2151206	USD
MTD	METTLER TOLEDO INTERNATIONAL	592688105	2126249	4.58465970639663e-4	-	237599	USD
RJF	RAYMOND JAMES FINANCIAL INC	754730109	2718992	4.5429863939115293e-4	-	2050792	USD
FICO	FAIR ISAAC CORP	303250104	2330299	4.5032975248781e-4	-	275721	USD
CFG	CITIZENS FINANCIAL GROUP	174610105	BQRX1X3	4.5007177483909265e-4	-	4905387	USD
STLD	STEEL DYNAMICS INC	858119100	2849472	4.397923577594344e-4	-	1596972	USD
CINF	CINCINNATI FINANCIAL CORP	172062101	2196888	4.3694468140628576e-4	-	1815026	USD
FIS	FIDELITY NATIONAL INFO SERV	31620M106	2769796	4.3235069481566634e-4	-	6024063	USD
Q	QNITY ELECTRONICS INC	74743L100	BW1P234	4.318347395182317e-4	-	2446285	USD
ON	ON SEMICONDUCTOR	682189105	2583576	4.307730622715875e-4	-	4547194	USD
LYV	LIVE NATION ENTERTAINMENT IN	538034109	B0T7YX2	4.294335629417092e-4	-	1840427	USD
TSCO	TRACTOR SUPPLY COMPANY	892356106	2900335	4.2699269749615334e-4	-	6160877	USD
DXCM	DEXCOM INC	252131107	B0796X4	4.2695300862711984e-4	-	4443700	USD
PPG	PPG INDUSTRIES INC	693506107	2698470	4.2469074309221436e-4	-	2597129	USD
CMS	CMS ENERGY CORP	125896100	2219224	4.2176368900099896e-4	-	3553356	USD
OMC	OMNICOM GROUP	681919106	2279303	4.183802129158991e-4	-	3631125	USD
SYF	SYNCHRONY FINANCIAL	87165B103	BP96PS6	4.174177578418384e-4	-	4010989	USD
AVB	AVALONBAY COMMUNITIES INC	053484101	2131179	4.1120644983810666e-4	-	1645375	USD
ULTA	ULTA BEAUTY INC	90384S303	B28TS42	4.0947006181789406e-4	-	512020	USD
RF	REGIONS FINANCIAL CORP	7591EP100	B01R311	4.0018286646407156e-4	-	10014003	USD
PHM	PULTEGROUP INC	745867101	2708841	3.989525115240352e-4	-	2217149	USD
ARES	ARES MANAGEMENT CORP   A	03990B101	BF14BT1	3.9883344491693497e-4	-	2389420	USD
DRI	DARDEN RESTAURANTS INC	237194105	2289874	3.985655450509593e-4	-	1328842	USD
LH	LABCORP HOLDINGS INC	504922105	BSBK800	3.9449743597503277e-4	-	966423	USD
NI	NISOURCE INC	65473P105	2645409	3.943882915851908e-4	-	5524653	USD
VLTO	VERALTO CORP	92338C103	BPGMZQ5	3.922252482228689e-4	-	2899406	USD
CHD	CHURCH + DWIGHT CO INC	171340102	2195841	3.899332160361883e-4	-	2731061	USD
STE	STERIS PLC	G8473T100	BFY8C75	3.8633145117140456e-4	-	1141927	USD
WSM	WILLIAMS SONOMA INC	969904101	2967589	3.8416840780908267e-4	-	1377177	USD
EFX	EQUIFAX INC	294429105	2319146	3.8267015300307066e-4	-	1389008	USD
DGX	QUEST DIAGNOSTICS INC	74834L100	2702791	3.804773429889737e-4	-	1268943	USD
STZ	CONSTELLATION BRANDS INC A	21036P108	2170473	3.763794672612721e-4	-	1640062	USD
FSLR	FIRST SOLAR INC	336433107	B1HMF22	3.7454385706847595e-4	-	1241046	USD
ALB	ALBEMARLE CORP	012653101	2046853	3.737699241223241e-4	-	1360767	USD
HUM	HUMANA INC	444859102	2445063	3.708924811174004e-4	-	1398121	USD
SW	SMURFIT WESTROCK PLC	G8267P108	BRK49M5	3.6984072608801455e-4	-	6066014	USD
LYB	LYONDELLBASELL INDU CL A	N53745100	B3SPXZ3	3.6920570418347965e-4	-	2995533	USD
CPAY	CORPAY INC	219948106	BMX5GK7	3.6227007431988785e-4	-	813716	USD
VRSN	VERISIGN INC	92343E102	2142922	3.6159536354631955e-4	-	951628	USD
CF	CF INDUSTRIES HOLDINGS INC	125269100	B0G4K50	3.6044438634435003e-4	-	1814479	USD
EQR	EQUITY RESIDENTIAL	29476L107	2319157	3.5881714271397946e-4	-	3964932	USD
NTAP	NETAPP INC	64110D104	2630643	3.5780507655362704e-4	-	2284066	USD
DLTR	DOLLAR TREE INC	256746108	2272476	3.57249432387159e-4	-	2132262	USD
LDOS	LEIDOS HOLDINGS INC	525327102	BDV82B8	3.545902781619192e-4	-	1490274	USD
GIS	GENERAL MILLS INC	370334104	2367026	3.5384611186754236e-4	-	6213847	USD
TROW	T ROWE PRICE GROUP INC	74144T108	2702337	3.520799571955548e-4	-	2552989	USD
CHRW	C.H. ROBINSON WORLDWIDE INC	12541W209	2116228	3.5035349139260057e-4	-	1378898	USD
WRB	WR BERKLEY CORP	084423102	2093644	3.483690479409291e-4	-	3435451	USD
EXPD	EXPEDITORS INTL WASH INC	302130109	2325507	3.4167155129153785e-4	-	1559182	USD
KHC	KRAFT HEINZ CO/THE	500754106	BYRY499	3.406297184794103e-4	-	9899401	USD
BRO	BROWN + BROWN INC	115236101	2692687	3.3968710783986635e-4	-	3404759	USD
BR	BROADRIDGE FINANCIAL SOLUTIO	11133T103	B1VP7R6	3.383872973790215e-4	-	1361239	USD
EVRG	EVERGY INC	30034W106	BFMXGR0	3.3662114270703385e-4	-	2685790	USD
PKG	PACKAGING CORP OF AMERICA	695156109	2504566	3.353312544634474e-4	-	1032770	USD
SNA	SNAP ON INC	833034101	2818740	3.353114100289307e-4	-	603399	USD
IP	INTERNATIONAL PAPER CO	460146103	2465254	3.335055664879097e-4	-	6105930	USD
LEN	LENNAR CORP W/D	526057104	2511920	3.3346587761887625e-4	-	2509861	USD
KEY	KEYCORP	493267108	2490911	3.319676228128643e-4	-	10821750	USD
NVR	NVR INC	62944T105	2637785	3.3145166751542967e-4	-	32875	USD
DD	DUPONT DE NEMOURS INC	26614N102	BK0VN47	3.304098347033022e-4	-	4715266	USD
IFF	INTL FLAVORS + FRAGRANCES	459506101	2464165	3.28296402427272e-4	-	2957676	USD
CHTR	CHARTER COMMUNICATIONS INC A	16119P108	BZ6VT82	3.2778044712983745e-4	-	992406	USD
AMCR	AMCOR PLC	G0250X149	BV7DQ55	3.264806366689926e-4	-	5368308	USD
SBAC	SBA COMMUNICATIONS CORP	78410G104	BZ6TS23	3.263913367136674e-4	-	1239515	USD
LNT	ALLIANT ENERGY CORP	018802108	2973821	3.257563148091325e-4	-	2967079	USD
LUV	SOUTHWEST AIRLINES CO	844741108	2831543	3.256670148538073e-4	-	5665616	USD
TSN	TYSON FOODS INC CL A	902494103	2909730	3.2274988297985026e-4	-	3292539	USD
L	LOEWS CORP	540424108	2523022	3.223430720722576e-4	-	1973850	USD
WST	WEST PHARMACEUTICAL SERVICES	955306105	2950482	3.2091427278705406e-4	-	836886	USD
PFG	PRINCIPAL FINANCIAL GROUP	74251V102	2803014	3.206166062693034e-4	-	2325603	USD
ZBH	ZIMMER BIOMET HOLDINGS INC	98956P102	2783815	3.1893975155264094e-4	-	2305491	USD
MRNA	MODERNA INC	60770K107	BGSXTS3	3.134229987569942e-4	-	4032671	USD
WY	WEYERHAEUSER CO	962166104	2958936	3.1306579893569333e-4	-	8375917	USD
EL	ESTEE LAUDER COMPANIES CL A	518439104	2320524	3.127879768524594e-4	-	2848587	USD
HPQ	HP INC	40434L105	BYX4D52	3.1080353340078785e-4	-	10574819	USD
BG	BUNGE GLOBAL SA	H11356104	BQ6BPG9	3.064179133725939e-4	-	1574527	USD
FTV	FORTIVE CORP	34959J108	BYT3MK1	3.053959249949831e-4	-	3610857	USD
CSGP	COSTAR GROUP INC	22160N109	2262864	3.0477082530770656e-4	-	4938061	USD
PTC	PTC INC	69370C100	B95N910	3.0340155932605326e-4	-	1391734	USD
HOLX	HOLOGIC INC	436440101	2433530	2.9725970684313e-4	-	2570370	USD
LULU	LULULEMON ATHLETICA INC	550021109	B23FN39	2.940052195823888e-4	-	1255149	USD
AKAM	AKAMAI TECHNOLOGIES INC	00971T101	2507457	2.919215539581337e-4	-	1661335	USD
LVS	LAS VEGAS SANDS CORP	517834107	B02T2J7	2.9175287626474164e-4	-	3539246	USD
FFIV	F5 INC	315616102	2427599	2.881411891826995e-4	-	650926	USD
JBHT	HUNT (JB) TRANSPRT SVCS INC	445658107	2445416	2.836067358956302e-4	-	874803	USD
GPN	GLOBAL PAYMENTS INC	37940X102	2712013	2.835769692438551e-4	-	2754065	USD
CDW	CDW CORP/DE	12514G108	BBM5MD6	2.8196957004800123e-4	-	1522874	USD
BALL	BALL CORP	058498106	2073022	2.819497256134845e-4	-	3117635	USD
SATS	ECHOSTAR CORP A	278768106	B2NC471	2.795981601232538e-4	-	1561010	USD
VTRS	VIATRIS INC	92556V106	BMWS3X9	2.77911383189333e-4	-	13445580	USD
ROL	ROLLINS INC	775711104	2747305	2.7738550567464013e-4	-	3394535	USD
INCY	INCYTE CORP	45337C102	2471950	2.7727636128479816e-4	-	1925504	USD
ESS	ESSEX PROPERTY TRUST INC	297178105	2316619	2.749843290981176e-4	-	742688	USD
TRMB	TRIMBLE INC	896239100	2903958	2.7471642923214195e-4	-	2752729	USD
CNC	CENTENE CORP	15135B101	2807061	2.7114443101913327e-4	-	5413101	USD
KIM	KIMCO REALTY CORP	49446R109	2491594	2.7063839793895703e-4	-	7872487	USD
J	JACOBS SOLUTIONS INC	46982L108	BNGC0D3	2.6886232104971104e-4	-	1380682	USD
TXT	TEXTRON INC	883203101	2885937	2.6858449896647707e-4	-	2004926	USD
APA	APA CORP	03743Q108	BNNF1C1	2.678800215411337e-4	-	4125627	USD
HII	HUNTINGTON INGALLS INDUSTRIE	446413106	B40SSC9	2.6329595716777254e-4	-	452990	USD
TYL	TYLER TECHNOLOGIES INC	902252105	2909644	2.622144354866116e-4	-	500579	USD
LII	LENNOX INTERNATIONAL INC	526107107	2442053	2.6184731344805235e-4	-	368751	USD
PODD	INSULET CORP	45784P101	B1XGNW4	2.6172824684095206e-4	-	815245	USD
APTV	APTIV PLC	G3265R107	BTDN8H1	2.601010032105815e-4	-	2448274	USD
GPC	GENUINE PARTS CO	372460105	2367480	2.600910809933231e-4	-	1607538	USD
MAA	MID AMERICA APARTMENT COMM	59522J103	2589132	2.5515973901591945e-4	-	1365692	USD
PNR	PENTAIR PLC	G7S00T104	BLS09M3	2.5372101751345764e-4	-	1903755	USD
IEX	IDEX CORP	45167R104	2456612	2.524509737043879e-4	-	870526	USD
NDSN	NORDSON CORP	655663102	2641838	2.52093773883087e-4	-	619297	USD
DECK	DECKERS OUTDOOR CORP	243537107	2267278	2.501887081694824e-4	-	1633767	USD
INVH	INVITATION HOMES INC	46187W107	BD81GW9	2.488492088396042e-4	-	6545199	USD
COO	COOPER COS INC/THE	216648501	BQPDXR3	2.4658694330469865e-4	-	2254203	USD
TKO	TKO GROUP HOLDINGS INC	87256C101	BQBBFD1	2.3786531433460248e-4	-	770996	USD
AVY	AVERY DENNISON CORP	053611109	2066408	2.375577255995934e-4	-	899202	USD
RL	RALPH LAUREN CORP	751212101	B4V9661	2.3599001527277292e-4	-	448405	USD
EG	EVEREST GROUP LTD	G3223R108	2556868	2.3397580516932638e-4	-	467880	USD
MKC	MCCORMICK + CO NON VTG SHRS	579780206	2550161	2.272783085199351e-4	-	2945191	USD
BBY	BEST BUY CO INC	086516101	2094670	2.2324988831304198e-4	-	2272878	USD
CLX	CLOROX COMPANY	189054109	2204026	2.2285299962270772e-4	-	1405595	USD
ALLE	ALLEGION PLC	G0176J109	BFRT3W7	2.2241642206333995e-4	-	1000559	USD
REG	REGENCY CENTERS CORP	758849103	2726177	2.2216836663188104e-4	-	1919233	USD
HAS	HASBRO INC	418056107	2414580	2.2062050073957728e-4	-	1540633	USD
HST	HOST HOTELS + RESORTS INC	44107P104	2567503	2.171874135681856e-4	-	7408852	USD
PNW	PINNACLE WEST CAPITAL	723484101	2048804	2.160761252352496e-4	-	1401759	USD
MAS	MASCO CORP	574599106	2570200	2.1605628080073285e-4	-	2339184	USD
FOXA	FOX CORP   CLASS A	35137L105	BJJMGL2	2.0592569697994994e-4	-	2304737	USD
JKHY	JACK HENRY + ASSOCIATES INC	426281101	2469193	2.0359397592423594e-4	-	842030	USD
ALGN	ALIGN TECHNOLOGY INC	016255101	2679204	2.0339553157906878e-4	-	775487	USD
SMCI	SUPER MICRO COMPUTER INC	86800U302	BRC3N73	2.0291926515066764e-4	-	5824670	USD
GNRC	GENERAC HOLDINGS INC	368736104	B6197Q2	2.0137139925836389e-4	-	673817	USD
DOC	HEALTHPEAK PROPERTIES INC	42250P103	BJBLRK3	2.0107373274061313e-4	-	7999096	USD
GDDY	GODADDY INC   CLASS A	380237107	BWFRFC6	1.988313116402244e-4	-	1572003	USD
DPZ	DOMINO S PIZZA INC	25754A201	B01SD70	1.9881146720570765e-4	-	362171	USD
SWK	STANLEY BLACK + DECKER INC	854502101	B3Q2FJ4	1.9671787936419423e-4	-	1809422	USD
IT	GARTNER INC	366651107	2372763	1.9593402420078402e-4	-	808793	USD
AIZ	ASSURANT INC	04621X108	2331430	1.9577526872465028e-4	-	587495	USD
GL	GLOBE LIFE INC	37959E102	BK6YKG1	1.9500133577849842e-4	-	915839	USD
IVZ	INVESCO LTD	G491BT108	B28XP76	1.9082408231272993e-4	-	5134762	USD
GEN	GEN DIGITAL INC	668771108	BJN4XN5	1.8734138405504647e-4	-	6502848	USD
SJM	JM SMUCKER CO/THE	832696405	2951452	1.8458300765722313e-4	-	1250969	USD
UDR	UDR INC	902653104	2727910	1.8234058655683435e-4	-	3528101	USD
ZBRA	ZEBRA TECHNOLOGIES CORP CL A	989207105	2989356	1.8047520971226316e-4	-	564197	USD
AES	AES CORP	00130H105	2002479	1.801576987599957e-4	-	8357377	USD
CPT	CAMDEN PROPERTY TRUST	133131102	2166320	1.7916547703415996e-4	-	1199091	USD
TTD	TRADE DESK INC/THE  CLASS A	88339J105	BD8FDD1	1.7780613326976499e-4	-	5121971	USD
RVTY	REVVITY INC	714046109	2305844	1.7498822356839147e-4	-	1305482	USD
UHS	UNIVERSAL HEALTH SERVICES B	913903100	2923785	1.7398607962529737e-4	-	635407	USD
SOLV	SOLVENTUM CORP	83444M101	BMTQB43	1.7213062499798454e-4	-	1722910	USD
NWSA	NEWS CORP   CLASS A	65249B109	BBGVT40	1.6614752799119502e-4	-	4356150	USD
BLDR	BUILDERS FIRSTSOURCE INC	12008R107	B0BV2M7	1.634982959832136e-4	-	1298034	USD
BAX	BAXTER INTERNATIONAL INC	071813109	2085102	1.54181333977616e-4	-	5998538	USD
NCLH	NORWEGIAN CRUISE LINE HOLDIN	G66721104	B9CGTC3	1.5294105682032131e-4	-	5345669	USD
CRL	CHARLES RIVER LABORATORIES	159864107	2604336	1.5216712387416942e-4	-	576557	USD
WYNN	WYNN RESORTS LTD	983134107	2963811	1.519587573117439e-4	-	978055	USD
FRT	FEDERAL REALTY INVS TRUST	313745101	BN7P9B2	1.4808909258098453e-4	-	911342	USD
TECH	BIO TECHNE CORP	09073M104	BSHZ3Q0	1.449239052755685e-4	-	1812508	USD
SWKS	SKYWORKS SOLUTIONS INC	83088M102	2961053	1.448346053202433e-4	-	1767756	USD
FDS	FACTSET RESEARCH SYSTEMS INC	303075105	2329770	1.446262387578178e-4	-	435642	USD
MOS	MOSAIC CO/THE	61945C103	B3NPHP6	1.443881055436172e-4	-	3701003	USD
BXP	BXP INC	101121101	2019479	1.3559702105271252e-4	-	1707724	USD
CAG	CONAGRA BRANDS INC	205887102	2215460	1.3461472154413515e-4	-	5597031	USD
EPAM	EPAM SYSTEMS INC	29414B104	B44Z3T8	1.3291802239295602e-4	-	641644	USD
AOS	SMITH (A.O.) CORP	831865209	2816023	1.3207463392599564e-4	-	1309130	USD
FOX	FOX CORP   CLASS B	35137L204	BJJMGY5	1.3133046763161884e-4	-	1616535	USD
HSIC	HENRY SCHEIN INC	806407102	2416962	1.3128085654532705e-4	-	1164289	USD
BEN	FRANKLIN RESOURCES INC	354613101	2350684	1.3107248998290154e-4	-	3626932	USD
ARE	ALEXANDRIA REAL ESTATE EQUIT	015271109	2009210	1.2823473584701133e-4	-	1805566	USD
TAP	MOLSON COORS BEVERAGE CO   B	60871R209	B067BM3	1.2775846941861016e-4	-	1939213	USD
MGM	MGM RESORTS INTERNATIONAL	552953101	2547419	1.2400787129495107e-4	-	2189991	USD
HRL	HORMEL FOODS CORP	440452100	2437264	1.1837205189220405e-4	-	3415828	USD
POOL	POOL CORP	73278L105	2781585	1.1775687442218588e-4	-	380409	USD
ERIE	ERIE INDEMNITY COMPANY CL A	29530P102	2311711	1.1270646583768195e-4	-	293135	USD
DVA	DAVITA INC	23918K108	2898087	8.900228880746607e-5	-	378511	USD
BF-B	BROWN FORMAN CORP CLASS B	115637209	2146838	8.09553706109382e-5	-	2001169	USD
CPB	THE CAMPBELL S COMPANY	134429109	2162845	7.847481629634884e-5	-	2303239	USD
NWS	NEWS CORP   CLASS B	65249B208	BBGVT51	6.150782478455766e-5	-	1410060	USD
PSKY	PARAMOUNT SKYDANCE CL B	69932A204	BSNMNQ5	5.011711937196334e-5	-	3631884	USD
VGNT-W	VERSIGENT LTD W/I	G9600F104	BWK7510	0	-	816090.52	USD
